Üniversite Adı,Üniversite Türü,Bölüm,İH 2023 Sayı,İH 2023 Oran,İH 2024 Sayı,İH 2024 Oran,İH 2025 Sayı,İH 2025 Oran,URL
"SAKARYA ÜNİVERSİTESİ (SAKARYA)","Devlet","ULUSLARARASI İLİŞKİLER","11","%11,8","12","% 11,9","5","% 9,4","https://yokatlas.yok.gov.tr/lisans.php?y=108810289"
"SELÇUK ÜNİVERSİTESİ (KONYA)","Devlet","ULUSLARARASI İLİŞKİLER","12","%11,5","9","% 8,1","9","% 14,5","https://yokatlas.yok.gov.tr/lisans.php?y=108910446"
"SELÇUK ÜNİVERSİTESİ (KONYA)","Devlet","ULUSLARARASI İLİŞKİLER","7","%13,5","8","% 11,0","10","% 19,2","https://yokatlas.yok.gov.tr/lisans.php?y=108911417"
"SÜLEYMAN DEMİREL ÜNİVERSİTESİ (ISPARTA)","Devlet","ULUSLARARASI İLİŞKİLER","4","%4,9","7","% 8,5","4","% 8,3","https://yokatlas.yok.gov.tr/lisans.php?y=109210865"
"TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ (TEKİRDAĞ)","Devlet","ULUSLARARASI İLİŞKİLER","2","%3,2","4","% 5,4","2","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=107910361"
"TRAKYA ÜNİVERSİTESİ (EDİRNE)","Devlet","ULUSLARARASI İLİŞKİLER","6","%8,3","6","% 7,7","2","% 3,8","https://yokatlas.yok.gov.tr/lisans.php?y=109410184"
"VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ (VAN)","Devlet","ULUSLARARASI İLİŞKİLER","3","%5,6","10","% 16,9","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=110210675"
"YALOVA ÜNİVERSİTESİ (YALOVA)","Devlet","ULUSLARARASI İLİŞKİLER","7","%10,9","5","% 6,8","3","% 5,7","https://yokatlas.yok.gov.tr/lisans.php?y=109910073"
"YOZGAT BOZOK ÜNİVERSİTESİ (YOZGAT)","Devlet","ULUSLARARASI İLİŞKİLER","1","%3,2","5","% 9,3","2","% 4,9","https://yokatlas.yok.gov.tr/lisans.php?y=102390063"
"ALTINBAŞ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","4","% 15,4","2","% 40,0","https://yokatlas.yok.gov.tr/lisans.php?y=202910199"
"ALTINBAŞ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=202910206"
"ATILIM ÜNİVERSİTESİ (ANKARA)","Vakıf","ULUSLARARASI İLİŞKİLER","1","%20,0","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200210282"
"ATILIM ÜNİVERSİTESİ (ANKARA)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=200210291"
"ÇAĞ ÜNİVERSİTESİ (MERSİN)","Vakıf","ULUSLARARASI İLİŞKİLER","1","%14,3","1","% 14,3","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=201010175"
"ÇAĞ ÜNİVERSİTESİ (MERSİN)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=201010184"
"DOĞUŞ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=201210234"
"DOĞUŞ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=201210243"
"IŞIK ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202090295"
"IŞIK ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202090296"
"İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202110277"
"İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA)","Vakıf","ULUSLARARASI İLİŞKİLER","1","%5,0","1","% 4,5","4","% 18,2","https://yokatlas.yok.gov.tr/lisans.php?y=202110286"
"İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ (ANKARA)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","1","% 1,2","1","% 1,3","https://yokatlas.yok.gov.tr/lisans.php?y=202110674"
"İSTANBUL AREL ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","1","%25,0","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202310266"
"İSTANBUL AREL ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","1","%5,0","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202310557"
"İSTANBUL AREL ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=202310115"
"İSTANBUL AREL ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=202310124"
"İSTANBUL BEYKENT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210301585"
"İSTANBUL BEYKENT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210301592"
"İSTANBUL BİLGİ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","2","% 13,3","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202510325"
"İSTANBUL BİLGİ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=202510722"
"İSTANBUL KENT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=208750698"
"İSTANBUL KENT ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=208750684"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210402026"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210402033"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210402040"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210402817"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210402824"
"İSTANBUL NİŞANTAŞI ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=210402810"
"İSTANBUL RUMELİ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","1","% 12,5","https://yokatlas.yok.gov.tr/lisans.php?y=208110029"
"İSTANBUL RUMELİ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","4","%7,6","1","% 4,0","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=208151211"
"İSTİNYE ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=208450705"
"İSTİNYE ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","1","%4,0","Bulunamadı","Bulunamadı","1","% 3,8","https://yokatlas.yok.gov.tr/lisans.php?y=208450706"
"KOÇ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203910327"
"KOÇ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","1","% 7,7","2","% 13,3","https://yokatlas.yok.gov.tr/lisans.php?y=203910336"
"KOÇ ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=203910345"
"ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204810731"
"ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","1","% 2,4","https://yokatlas.yok.gov.tr/lisans.php?y=204810749"
"ÖZYEĞİN ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204890118"
"YAŞAR ÜNİVERSİTESİ (İZMİR)","Vakıf","ULUSLARARASI İLİŞKİLER","1","%14,3","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206010636"
"YAŞAR ÜNİVERSİTESİ (İZMİR)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206010645"
"YAŞAR ÜNİVERSİTESİ (İZMİR)","Vakıf","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206010803"
"DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA)","KKTC","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300110537"
"DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA)","KKTC","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300110546"
"DOĞU AKDENİZ ÜNİVERSİTESİ (KKTC-GAZİMAĞUSA)","KKTC","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300190531"
"GİRNE AMERİKAN ÜNİVERSİTESİ (KKTC-GİRNE)","KKTC","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","1","% 10,0","https://yokatlas.yok.gov.tr/lisans.php?y=300210793"
"GİRNE AMERİKAN ÜNİVERSİTESİ (KKTC-GİRNE)","KKTC","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300290447"
"GİRNE ÜNİVERSİTESİ (KKTC-GİRNE)","KKTC","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","1","% 20,0","https://yokatlas.yok.gov.tr/lisans.php?y=300710407"
"GİRNE ÜNİVERSİTESİ (KKTC-GİRNE)","KKTC","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=300710425"
"KIBRIS AMERİKAN ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","ULUSLARARASI İLİŞKİLER","1","%10,0","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300910186"
"KIBRIS AMERİKAN ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300990153"
"KIBRIS AMERİKAN ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300990146"
"LEFKE AVRUPA ÜNİVERSİTESİ (KKTC-LEFKE)","KKTC","ULUSLARARASI İLİŞKİLER","1","%6,7","Bulunamadı","Bulunamadı","1","% 5,0","https://yokatlas.yok.gov.tr/lisans.php?y=300310192"
"LEFKE AVRUPA ÜNİVERSİTESİ (KKTC-LEFKE)","KKTC","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","1","% 33,3","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300390544"
"RAUF DENKTAŞ ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","1","% 16,7","https://yokatlas.yok.gov.tr/lisans.php?y=301810012"
"RAUF DENKTAŞ ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=301810059"
"ULUSLARARASI KIBRIS ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","ULUSLARARASI İLİŞKİLER","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=300410182"
"ULUSLARARASI KIBRIS ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300410807"
"YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300510481"
"YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300510869"
"HOCA AHMET YESEVİ ULUSLARARASI TÜRK-KAZAK ÜNİVERSİTESİ (TÜRKİSTAN-KAZAKİSTAN)","Yurt Dışı","ULUSLARARASI İLİŞKİLER","1","%20,0","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=403910052"
"KIRGIZİSTAN-TÜRKİYE MANAS ÜNİVERSİTESİ (BİŞKEK-KIRGIZİSTAN)","Yurt Dışı","ULUSLARARASI İLİŞKİLER","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=405210098"
"ANADOLU ÜNİVERSİTESİ (ESKİŞEHİR)","Devlet","ULUSLARARASI İLİŞKİLER (AÇIKÖĞRETİM)","33","%5,2","43","% 5,8","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=101090727"
"ANADOLU ÜNİVERSİTESİ (ESKİŞEHİR)","Devlet","ULUSLARARASI İLİŞKİLER (AÇIKÖĞRETİM)","4","%2,5","4","% 2,5","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=101090734"
"MALATYA TURGUT ÖZAL ÜNİVERSİTESİ (MALATYA)","Devlet","ULUSLARARASI İŞLETME YÖNETİMİ","3","%5,8","6","% 10,0","3","% 5,6","https://yokatlas.yok.gov.tr/lisans.php?y=111570316"
"ÇAĞ ÜNİVERSİTESİ (MERSİN)","Vakıf","ULUSLARARASI İŞLETME YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=201050719"
"ÇAĞ ÜNİVERSİTESİ (MERSİN)","Vakıf","ULUSLARARASI İŞLETME YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=201050720"
"YEDİTEPE ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İŞLETME YÖNETİMİ","1","%20,0","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206111599"
"YEDİTEPE ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İŞLETME YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206111606"
"YEDİTEPE ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI İŞLETME YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=206111906"
"GİRNE AMERİKAN ÜNİVERSİTESİ (KKTC-GİRNE)","KKTC","ULUSLARARASI İŞLETME YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300290405"
"GİRNE AMERİKAN ÜNİVERSİTESİ (KKTC-GİRNE)","KKTC","ULUSLARARASI İŞLETME YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300290637"
"GİRNE ÜNİVERSİTESİ (KKTC-GİRNE)","KKTC","ULUSLARARASI İŞLETME YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300790048"
"GİRNE ÜNİVERSİTESİ (KKTC-GİRNE)","KKTC","ULUSLARARASI İŞLETME YÖNETİMİ","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=300790146"
"KIBRIS AMERİKAN ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","ULUSLARARASI İŞLETME YÖNETİMİ","Bulunamadı","Bulunamadı","2","% 20,0","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300990059"
"KIBRIS AMERİKAN ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","ULUSLARARASI İŞLETME YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300990118"
"KIBRIS AMERİKAN ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","ULUSLARARASI İŞLETME YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300990125"
"YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","ULUSLARARASI İŞLETME YÖNETİMİ","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300590393"
"YAKIN DOĞU ÜNİVERSİTESİ (KKTC-LEFKOŞA)","KKTC","ULUSLARARASI İŞLETME YÖNETİMİ","Bulunamadı","Bulunamadı","1","% 14,3","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=300590443"
"ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ (ANTALYA)","Devlet","ULUSLARARASI TİCARET","3","%4,1","3","% 3,8","2","% 2,6","https://yokatlas.yok.gov.tr/lisans.php?y=110590085"
"BALIKESİR ÜNİVERSİTESİ (BALIKESİR)","Devlet","ULUSLARARASI TİCARET","1","%1,9","6","% 9,4","3","% 4,8","https://yokatlas.yok.gov.tr/lisans.php?y=101590189"
"BOĞAZİÇİ ÜNİVERSİTESİ (İSTANBUL)","Devlet","ULUSLARARASI TİCARET","4","%7,4","4","% 7,0","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=102270147"
"İSTANBUL OKAN ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI TİCARET","1","%20,0","1","% 11,1","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204710432"
"İSTANBUL OKAN ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI TİCARET","Bulunamadı","Bulunamadı","1","% 1,8","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=204710441"
"İSTANBUL OKAN ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI TİCARET","1","%20,0","Bulunamadı","Bulunamadı","1","% 10,0","https://yokatlas.yok.gov.tr/lisans.php?y=204711933"
"İSTANBUL OKAN ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI TİCARET","2","%5,9","2","% 3,6","1","% 2,6","https://yokatlas.yok.gov.tr/lisans.php?y=204711942"
"İSTANBUL TİCARET ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI TİCARET","1","%14,3","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203490188"
"İSTANBUL TİCARET ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI TİCARET","Bulunamadı","Bulunamadı","2","% 16,7","Bulunamadı","Bulunamadı","https://yokatlas.yok.gov.tr/lisans.php?y=203490195"
"İSTANBUL TİCARET ÜNİVERSİTESİ (İSTANBUL)","Vakıf","ULUSLARARASI TİCARET","6","%10,3","1","% 1,7","5","% 8,8","https://yokatlas.yok.gov.tr/lisans.php?y=203490202"
"ULUSLARARASI SARAYBOSNA ÜNİVERSİTESİ (SARAYBOSNA - BOSNA - HERSEK)","Yurt Dışı","ULUSLARARASI TİCARET VE FİNANS","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","2","% 13,3","https://yokatlas.yok.gov.tr/lisans.php?y=408810586"
"ULUSLARARASI SARAYBOSNA ÜNİVERSİTESİ (SARAYBOSNA - BOSNA - HERSEK)","Yurt Dışı","ULUSLARARASI TİCARET VE FİNANS","Bulunamadı","Bulunamadı","Bulunamadı","Bulunamadı","1","% 20,0","https://yokatlas.yok.gov.tr/lisans.php?y=408810771"
"ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ (ADANA)","Devlet","ULUSLARARASI TİCARET VE FİNANSMAN","2","%3,0","8","% 11,1","Veri Yok","Veri Yok","https://yokatlas.yok.gov.tr/lisans.php?y=110410475"
"AFYON KOCATEPE ÜNİVERSİTESİ (AFYONKARAHİSAR)","Devlet","ULUSLARARASI TİCARET VE FİNANSMAN","5","%6,9","2","% 2,6","4","% 5,2","https://yokatlas.yok.gov.tr/lisans.php?y=100490204"
"ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ (ANKARA)","Devlet","ULUSLARARASI TİCARET VE FİNANSMAN","4","%4,9","5","% 5,5","5","% 5,5","https://yokatlas.yok.gov.tr/lisans.php?y=111790327"
"AYDIN ADNAN MENDERES ÜNİVERSİTESİ (AYDIN)","Devlet","ULUSLARARASI TİCARET VE FİNANSMAN","2","%3,2","Bulunamadı","Bulunamadı","2","% 2,8","https://yokatlas.yok.gov.tr/lisans.php?y=100390230"
"ÇANKIRI KARATEKİN ÜNİVERSİTESİ (ÇANKIRI)","Devlet","ULUSLARARASI TİCARET VE FİNANSMAN","Bulunamadı","Bulunamadı","3","% 7,1","3","% 7,3","https://yokatlas.yok.gov.tr/lisans.php?y=102890073"
